Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery			
2758,France,"Utter generosity of both ripe and dried pear is immediately evident on the nose. Notions of sandalwood hover. The dry palate carries that same, generous fluidity at its deep core. There is immense concentration, shimmering with dried, fresh and cooked pear. But there also is a sense of earth, stone and fresh orange peel. The wine seems like a message from another world, , leading you beyond the physical, into a wold of contemplation. The finish lasts and lasts.",A360P Muenchberg Grand Cru,95,83.0,Alsace,Alsace,,Pinot Gris,Domaine Ostertag			
2759,France,"The nose is still shy but already tells of tender sweetness. The palate has a rounded earthy smoky element that grounds the luscious generous fruit of dried pear and supersweet Reine Claude and mirabelle plums. The sweetness of this SGN is balanced and almost fresh, but the intriguing thing is a kind of smoky, dark and mysterious core of stone.",Clos Saint-Théobald Grand Cru Rangen Sélection de Grains Nobles Larme de Lave,95,90.0,Alsace,Alsace,,Pinot Gris,Domaine Schoffit			
2761,France,"While this wine has plenty of ripe fruit, it also has a smoky character from the wood aging. Red berry fruits give a fresh feel, balanced already with the soft tannins. It's going to develop quickly, so drink from 2016.",,86,18.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Tour Saint-Vincent			
2765,Italy,"Aromas of sour red cherry, white pepper and citrus lead the nose on this blend of 90% Syrah and 10% Merlot. The simple palate offers pink grapefruit and juicy apple alongside bright acidity.",,86,24.0,Tuscany,Bolgheri,,Red Blend,Giorgio Meletti Cavallari			
2767,France,"Cos d'Estournel's Médoc venture is still not quite in its place. This wine has ripe blackberry fruits, but an earthy character gives it a rough edge. Drink from 2017.",,86,30.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Goulée			
2768,France,"Calling a wine romantic is perhaps a new approach for Bordeaux. The wine itself is ripe and jammy, with wood tannins that will be softer in a year. Drink from 2016.",Romantique,86,10.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur			
2769,Spain,"Chunky, oxidized aromas of melon and white stone fruits settle on heavy and bland. There's acidic snap to this Verdejo but also a rubbery feel to the palate. Yeasty flavors of baked apple and peach finish lightly oxidized and almondy.",,86,23.0,Northern Spain,Rueda,,Verdejo,Rolland & Galarreta			
2774,France,"Fresh and fruity, this has light tannins and a stalky black currant character that will produce a smooth and juicy wine as it ages. Drink from 2017.",,86,20.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Poitevin			
2777,Italy,"This light-bodied blend of 70% Sangiovese, 20% Cabernet Sauvignon and 10% Petit Verdot offers flavors of sour cherry and red currant. It's easy drinking but rather lean, with fleeting tannins.",Antillo,86,24.0,Tuscany,Bolgheri,,Red Blend,Guado al Melo			
2780,France,"The 15th-century tower of the governor of Monségur gives its name to this wine from the local cooperative. It's a solid wine that has firm tannins along with jammy plum fruits and a ripe character. Blackberries dominate allowing some room, maybe not enough, for the acidity at the end. Drink now.",La Tour du Gouverneur,86,,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur			
2782,France,"Pure Sauvignon Blanc, this is fresh and herbaceous while also having some ripe red apple and quince flavors. The wine is crisp, packed with acidity and delivers a lively, bright aftertaste. Drink now.",Blanche de Monicord,86,15.0,Bordeaux,Bordeaux Blanc,,Sauvignon Blanc,Clos Monicord			
2784,Spain,"Stalky, grassy, baked-berry aromas are earthy and challenging. This features a classic aged-Rioja palate of raw acidity and raisiny weight, with dried fruit and baked berry flavors backing that up. A baked quality drives the finish as well.",Reserva,86,28.0,Northern Spain,Rioja,,Tempranillo,Fernández de Piérola			
2792,Spain,"Char and wood grain are prominent on a smoky nose with blackberry and black-currant aromas. Intense tannins and layered depth make for a full palate, while this tastes ripe and toasty, with blackberry and chocolate flavors. On the finish, mild herbal complexity mixed with latent oak are stirring. Drink through 2026.",Gran Colegiata Campus,92,80.0,Northern Spain,Toro,,Tinta de Toro,Bodegas Fariña			
2793,France,"This wood-aged rosé is complex and intense. The rich fruit is only one part of the structure of the wine which is perfumed, mineral and, for a rosé, dense. It is surely intended for food with its concentration and ripe aftertaste. The extra year of aging has made it ready to drink.",Les Clans,92,65.0,Provence,Côtes de Provence,,Rosé,Château d'Esclans			
2794,France,"This is a serious rosé. It has plenty of fruitiness of course, but it also has texture and the potential to age a few months. The wine is rich, full of red-berry fruits and with a touch of minerality. It is fruity now, but will be best from early 2018.",Haut de l'Autin,92,32.0,Provence,Coteaux Varois en Provence,,Rosé,Château d'Ollières			
2796,France,"In its singular oval bottle, this is the top cuvée of this prestigious estate close to Saint-Tropez. It is a lively and fruity wine with great acidity and richness. It has spice as well as red-currant and raspberry fruitiness. This is definitely a wine for food, with its edge of structured acidity and bone dry aftertaste. Drink from late 2017.",Château de Pampelonne Légende,92,40.0,Provence,Côtes de Provence,,Rosé,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez			
2797,Spain,"Toasty, oaky aromas of graphite, pepper, barrel char and black fruits properly announce a palate of chewy tannins and several layers of blackberry, cassis, barrel-spice, toast and chocolate flavors. Chocolaty depth on the finish only adds to the package. Drink through 2030.",Reserva,92,59.0,Northern Spain,Ribera del Duero,,Tempranillo,Lleiroso			
2809,Italy,"Ripe orchard fruit, pressed Spanish broom, crushed herb and citrus aromas take shape in the glass. On the palate, candied lemon underscores ripe yellow apple and pear flavors, alongside tangy acidity. A savory mineral note graces the finish. Fantastic wine.",Picoli,91,29.0,Southern Italy,Greco di Tufo,,Greco,Bambinuto			
2810,Italy,"Ripe plum, cranberry, pressed violet, tobacco and damp soil aromas lead the nose, along with a whiff of clove. The round, polished palate offers dried black cherry, prune, raspberry jam and licorice notes, alongside smooth tannins. It's already extremely approachable, so drink soon.",Gudarrà Riserva,91,40.0,Southern Italy,Aglianico del Vulture,,Aglianico,Bisceglia			
2811,Spain,"This massive heavily oaked blend of 94% Tinta de Toro and 6% Garnacha smells like a cross between café mocha and a sawmill, with baking spices thrown in for good measure. The palate is rough and tannic, while oaky flavors of clove dominate blackberry fruit. On the finish, more clove is apparent, while the tannic clamp is severe. Drink through 2024.",Gran Dama de Toro,91,60.0,Northern Spain,Toro,,Tempranillo Blend,Bodegas Fariña			
2817,Italy,"This fragrant blend of Nero d'Avola and Frappato boasts alluring blue flower, black-skinned berry and leather aromas. The balanced, savory palate doles out ripe black cherry, clove and licorice flavors, with round, polished tannins that give it a smooth texture. Enjoy through 2021.",Forfice,91,,Sicily & Sardinia,Cerasuolo di Vittoria Classico,,Red Blend,Paolo Calì			
2821,Italy,"Toast, oak, coffee, underbrush and baked plum aromas unfold on this extremely ripe, full-bodied wine. The densely concentrated palate delivers blackberry jam, licorice, oak roasted coffee bean, coconut and a vanilla note alongside astringent tannins. Give the tannins another few years to soften then drink sooner rather than later.",Riserva,89,90.0,Tuscany,Brunello di Montalcino,,Sangiovese,La Magia			
2826,Spain,"Saucy berry aromas are accompanied by notes of coffee, olive and forest floor. This has a drawing mouthfeel, while the palate collapses a bit on itself. Flavors of raspberry and cherry offer no small amount of vanilla and oak, while the finish is lively, long and oaky. Drink through 2022.",Castillo de Albai Reserva,89,20.0,Northern Spain,Rioja,,Tempranillo,Pagos del Rey			
2827,Italy,"Charred earth, underbrush, cured meat and toasted hazelnut aromas lift out of the glass. The robust palate is almost overripe, offering dried black cherry, grilled sage, tobacco and a hint of game alongside tightly packed tannins that clench the finish. Drink 2019–2025.",,89,65.0,Tuscany,Brunello di Montalcino,,Sangiovese,Palazzo			
2829,Italy,"A blend of 85% Cabernet Sauvignon and 15% Petit Verdot, this has aromas of red currant, green bell pepper and clove. The bright palate delivers cassis, cedar and espresso framed in polished tannins.",Poggio Colombi,89,15.0,Tuscany,Maremma Toscana,,Red Blend,Pepi Lignana			
2831,Italy,"Made from a blend of 40% Cabernet Sauvignon, 30% Merlot, 15% Alicante, 10% Sangiovese and 5% Cabernet Franc, this opens with aromas of black currant, bell pepper and clove. The palate offers mature black cherry, ginger and a hint of vanilla while firm tannins grip the finish.",Dròmos,89,49.0,Tuscany,Maremma Toscana,,Red Blend,Poggio Verrano			
2832,Italy,"Delicately fragrant, this opens with scents of chopped herb, elderflower, hay and citrus. On the crisp palate, a hint of vanilla underscores peach and grapefruit while a light mineral note backs up the finish.",,89,15.0,Tuscany,Maremma Toscana,,Cabernet Sauvignon,Prelius			
2836,Italy,"Charred earth, leafy underbrush, prune marinated in spirits and grilled herbs come together in the glass. The warm, evolved palate shows blackberry jam, dried cherry, licorice and the heat of evident alcohol alongside bracing tannins. Give the tannins a few more years to soften then drink sooner rather than later to capture the remaining fruit.",Vigna del Lago,89,107.0,Tuscany,Brunello di Montalcino,,Sangiovese,Val di Suga			
2851,Italy,"This opens with aromas of pressed acacia flowers, ripe stone fruits and dried sage. The palate isn't overly sweet, offering dried apricot, wildflower honey and toasted almond notes.",Nobilis,88,35.0,Tuscany,Toscana,,Vermentino,Terre del Marchesato			
2858,France,"This perfumed, light wine has ripe fruits along with soft acidity and structure. By blending some Merlot with the Malbec, the producer has softened and broadened the tannins and allowed for attractive juicy red fruits at the end,",,88,,Southwest France,Cahors,,Malbec-Merlot,Château Bovila			
2862,Spain,"Woodsy, cheesy, earthy aromas of berry fruits are a bit hot, jumbled and rooty in style. This is showing a mature, clampy, tannic palate with firm acidity, while earthy flavors of raspberry and plum are lightly baked. This tastes a bit raisiny on the finish. Drink now.",Reserva,88,30.0,Northern Spain,Rioja,,Tempranillo Blend,Vivanco			
2863,Italy,"Toasted oak, exotic spice and baked black fruit aromas slowly take shape on this structured Merlot. The densely extracted palate delivers coconut, blackberry extract, espresso, anisette and roasted coffee bean alongside rather astringent tannins.",Giorgio Bartholomäus,88,140.0,Tuscany,Toscana,,Merlot,Tenuta Argentiera			
2865,France,"This is the casual sipper of the Château de Nages rosé pair, offering slightly briny, fumé notes on the nose, but following them up with peach and melon fruit flavors that finish long, crisp and dry.",Buti Nages,88,14.0,Rhône Valley,Costières de Nîmes,,Rosé,Château de Nages			
2868,Italy,"A blend of 50% Cabernet Sauvignon, 20% Merlot and 30% Syrah, this opens with aromas of espresso, toasted oak, ground pepper, ripe black-skinned fruit and game. The extracted palate offers licorice, raisin, clove and tobacco alongside raspy tannins that leave an astringent finish. The fruit is starting to dry up so drink sooner rather than later.",Ghiaie della Furba,88,60.0,Tuscany,Toscana,,Red Blend,Capezzana			
